Documents,,,,,,
device_type,document_type,category,sub_folder,file_url,isFolder,folder
"KCN,Hach","KCN,Hach","KCN,Hach",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/KCN,Hach.pdf",False,Website PDFs
KEROSENE,KEROSENE,KEROSENE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/KEROSENE.pdf,False,Website PDFs
KleerVuAnti-FogCleaner,KleerVuAnti-FogCleaner,KleerVuAnti-FogCleaner,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/KleerVuAnti-FogCleaner.pdf,False,Website PDFs
KolorKutWaterFindingPaste,KolorKutWaterFindingPaste,KolorKutWaterFindingPaste,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/KolorKutWaterFindingPaste.pdf,False,Website PDFs
KryocideNaFAIO3,KryocideNaFAIO3,KryocideNaFAIO3,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/KryocideNaFAIO3.pdf,False,Website PDFs
KS-3PremiumStripper,KS-3PremiumStripper,KS-3PremiumStripper,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/KS-3PremiumStripper.pdf,False,Website PDFs
"Lead,TNT+850,0.1-2.0mg_L","Lead,TNT+850,0.1-2.0mg_L","Lead,TNT+850,0.1-2.0mg_L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Lead,TNT+850,0.1-2.0mg_L.pdf",False,Website PDFs
LapSealant,LapSealant,LapSealant,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LapSealant.pdf,False,Website PDFs
KolorKutGasolineGaugingPaste,KolorKutGasolineGaugingPaste,KolorKutGasolineGaugingPaste,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/KolorKutGasolineGaugingPaste.pdf,False,Website PDFs
LeadStandardSolution,LeadStandardSolution,LeadStandardSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LeadStandardSolution.pdf,False,Website PDFs
LighterFluid,LighterFluid,LighterFluid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LighterFluid.pdf,False,Website PDFs
LiquidElectricalTape,LiquidElectricalTape,LiquidElectricalTape,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LiquidElectricalTape.pdf,False,Website PDFs
LiquidNailsHeavyDutyConstructionAdhesive,LiquidNailsHeavyDutyConstructionAdhesive,LiquidNailsHeavyDutyConstructionAdhesive,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LiquidNailsHeavyDutyConstructionAdhesive.pdf,False,Website PDFs
"LiftOff2TapeRemover,Aerosol","LiftOff2TapeRemover,Aerosol","LiftOff2TapeRemover,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LiftOff2TapeRemover,Aerosol.pdf",False,Website PDFs
Lithium,Lithium,Lithium,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Lithium.pdf,False,Website PDFs
LithiumAluminiumHydride,LithiumAluminiumHydride,LithiumAluminiumHydride,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LithiumAluminiumHydride.pdf,False,Website PDFs
Lithiumbromide,Lithiumbromide,Lithiumbromide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Lithiumbromide.pdf,False,Website PDFs
LithiumHydroxide,LithiumHydroxide,LithiumHydroxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LithiumHydroxide.pdf,False,Website PDFs
LithiumTetrahydridoaluminate,LithiumTetrahydridoaluminate,LithiumTetrahydridoaluminate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LithiumTetrahydridoaluminate.pdf,False,Website PDFs
Loctite222MSThreadlocker,Loctite222MSThreadlocker,Loctite222MSThreadlocker,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Loctite222MSThreadlocker.pdf,False,Website PDFs
Loctite271Threadlocker,Loctite271Threadlocker,Loctite271Threadlocker,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Loctite271Threadlocker.pdf,False,Website PDFs
Loctite242Threadlocker,Loctite242Threadlocker,Loctite242Threadlocker,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Loctite242Threadlocker.pdf,False,Website PDFs
Loctite380InstantAdhesive,Loctite380InstantAdhesive,Loctite380InstantAdhesive,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Loctite380InstantAdhesive.pdf,False,Website PDFs
Loctite422InstantAdhesive,Loctite422InstantAdhesive,Loctite422InstantAdhesive,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Loctite422InstantAdhesive.pdf,False,Website PDFs
Loctite7471Primer,Loctite7471Primer,Loctite7471Primer,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Loctite7471Primer.pdf,False,Website PDFs
LoctiteX-NMSCleanUpSolvent,LoctiteX-NMSCleanUpSolvent,LoctiteX-NMSCleanUpSolvent,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LoctiteX-NMSCleanUpSolvent.pdf,False,Website PDFs
"LoPhenylSilicone100,000cPs","LoPhenylSilicone100,000cPs","LoPhenylSilicone100,000cPs",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/LoPhenylSilicone100,000cPs.pdf",False,Website PDFs
MAGNESIUM-OXIDE,MAGNESIUM-OXIDE,MAGNESIUM-OXIDE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MAGNESIUM-OXIDE.pdf,False,Website PDFs
MagnesiumPowder,MagnesiumPowder,MagnesiumPowder,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MagnesiumPowder.pdf,False,Website PDFs
Malathion,Malathion,Malathion,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Malathion.pdf,False,Website PDFs
ManganeseOxide,ManganeseOxide,ManganeseOxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ManganeseOxide.pdf,False,Website PDFs
"MassAirFlowSensorCleaner,Aerosol","MassAirFlowSensorCleaner,Aerosol","MassAirFlowSensorCleaner,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MassAirFlowSensorCleaner,Aerosol.pdf",False,Website PDFs
"Matches,StrikeonBox","Matches,StrikeonBox","Matches,StrikeonBox",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Matches,StrikeonBox.pdf",False,Website PDFs
MERCURY,MERCURY,MERCURY,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MERCURY.pdf,False,Website PDFs
MercuryStandardforAAS,MercuryStandardforAAS,MercuryStandardforAAS,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MercuryStandardforAAS.pdf,False,Website PDFs
MercurySwitch,MercurySwitch,MercurySwitch,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MercurySwitch.PDF,False,Website PDFs
MercuryThiocyanate,MercuryThiocyanate,MercuryThiocyanate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MercuryThiocyanate.pdf,False,Website PDFs
MethamphetamineNarcoticsIdentificationSystem,MethamphetamineNarcoticsIdentificationSystem,MethamphetamineNarcoticsIdentificationSystem,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MethamphetamineNarcoticsIdentificationSystem.pdf,False,Website PDFs
"Methanol,CertifiedACS,1L","Methanol,CertifiedACS,1L","Methanol,CertifiedACS,1L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Methanol,CertifiedACS,1L.pdf",False,Website PDFs
methanol,methanol,methanol,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/methanol.pdf,False,Website PDFs
"MethaneCalibrationGas,100ppm(nomodelnumber)","MethaneCalibrationGas,100ppm(nomodelnumber)","MethaneCalibrationGas,100ppm(nomodelnumber)",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MethaneCalibrationGas,100ppm(nomodelnumber).pdf",False,Website PDFs
MethanolTrifluorotolueneSolution,MethanolTrifluorotolueneSolution,MethanolTrifluorotolueneSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MethanolTrifluorotolueneSolution.pdf,False,Website PDFs
METHL-ACRYLATE,METHL-ACRYLATE,METHL-ACRYLATE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/METHL-ACRYLATE.pdf,False,Website PDFs
MethylBromide,MethylBromide,MethylBromide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MethylBromide.pdf,False,Website PDFs
MethyleneChloride,MethyleneChloride,MethyleneChloride,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MethyleneChloride.pdf,False,Website PDFs
MethylEthylKetone,MethylEthylKetone,MethylEthylKetone,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MethylEthylKetone.pdf,False,Website PDFs
MethylSalicylate,MethylSalicylate,MethylSalicylate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MethylSalicylate.pdf,False,Website PDFs
MethylethylketoneDetectorTube0.02-0.6%,MethylethylketoneDetectorTube0.02-0.6%,MethylethylketoneDetectorTube0.02-0.6%,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MethylethylketoneDetectorTube0.02-0.6%25.pdf,False,Website PDFs
MicrotoxSoloReagent,MicrotoxSoloReagent,MicrotoxSoloReagent,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MicrotoxSoloReagent.pdf,False,Website PDFs
MineralSpirits,MineralSpirits,MineralSpirits,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MineralSpirits.pdf,False,Website PDFs
MotorOil,MotorOil,MotorOil,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/MotorOil.pdf,False,Website PDFs
"Multi-Gas(CO50,CH42.5,H2S25,O220.9)","Multi-Gas(CO50,CH42.5,H2S25,O220.9)","Multi-Gas(CO50,CH42.5,H2S25,O220.9)",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Multi-Gas(CO50,CH42.5,H2S25,O220.9).pdf",False,Website PDFs
Multi-PurposeOil,Multi-PurposeOil,Multi-PurposeOil,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Multi-PurposeOil.pdf,False,Website PDFs
Naval_jelly_rust_dissolver_Loctite,Naval_jelly_rust_dissolver_Loctite,Naval_jelly_rust_dissolver_Loctite,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Naval_jelly_rust_dissolver_Loctite.pdf,False,Website PDFs
"Nickel,TNT+856,0.1-6.0mg_L","Nickel,TNT+856,0.1-6.0mg_L","Nickel,TNT+856,0.1-6.0mg_L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Nickel,TNT+856,0.1-6.0mg_L.pdf",False,Website PDFs
NICKEL-POWDER,NICKEL-POWDER,NICKEL-POWDER,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/NICKEL-POWDER.pdf,False,Website PDFs
Ninhydrin,Ninhydrin,Ninhydrin,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Ninhydrin.pdf,False,Website PDFs
Nitratesmixture,Nitratesmixture,Nitratesmixture,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Nitratesmixture.pdf,False,Website PDFs
"NitrateNStd.,Hach","NitrateNStd.,Hach","NitrateNStd.,Hach",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/NitrateNStd.,Hach.pdf",False,Website PDFs
"NitricAcid,70%","NitricAcid,70%","NitricAcid,70%",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/NitricAcid,70%25.pdf",False,Website PDFs
NitrogenCalibrationGas(nomodelnumber),NitrogenCalibrationGas(nomodelnumber),NitrogenCalibrationGas(nomodelnumber),Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/NitrogenCalibrationGas(nomodelnumber).pdf,False,Website PDFs
NitricOxide,NitricOxide,NitricOxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/NitricOxide.pdf,False,Website PDFs
NitrogenDioxide,NitrogenDioxide,NitrogenDioxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/NitrogenDioxide.pdf,False,Website PDFs
NorlineYellowPaint,NorlineYellowPaint,NorlineYellowPaint,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/NorlineYellowPaint.pdf,False,Website PDFs
NitrousOxide,NitrousOxide,NitrousOxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/NitrousOxide.pdf,False,Website PDFs
OilTestPaper,OilTestPaper,OilTestPaper,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/OilTestPaper.pdf,False,Website PDFs
OsmoticAdjustingSolution,OsmoticAdjustingSolution,OsmoticAdjustingSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/OsmoticAdjustingSolution.pdf,False,Website PDFs
Oxygen,Oxygen,Oxygen,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Oxygen.pdf,False,Website PDFs
p-Xylene,p-Xylene,p-Xylene,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/p-Xylene.pdf,False,Website PDFs
"PaintRelatedMaterial,Aerosol","PaintRelatedMaterial,Aerosol","PaintRelatedMaterial,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PaintRelatedMaterial,Aerosol.pdf",False,Website PDFs
PaintRelatedMaterial,PaintRelatedMaterial,PaintRelatedMaterial,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PaintRelatedMaterial.pdf,False,Website PDFs
"PANIndicator,Hach","PANIndicator,Hach","PANIndicator,Hach",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PANIndicator,Hach.pdf",False,Website PDFs
"ParkerSuperO-Lube,SiliconeBase","ParkerSuperO-Lube,SiliconeBase","ParkerSuperO-Lube,SiliconeBase",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ParkerSuperO-Lube,SiliconeBase.pdf",False,Website PDFs
PbStandardSolution,PbStandardSolution,PbStandardSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PbStandardSolution.pdf,False,Website PDFs
"PCBMix,Aorclor1242","PCBMix,Aorclor1242","PCBMix,Aorclor1242",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PCBMix,Aorclor1242.pdf",False,Website PDFs
"PCBMix,Aorclor1248","PCBMix,Aorclor1248","PCBMix,Aorclor1248",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PCBMix,Aorclor1248.pdf",False,Website PDFs
